Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
maximizeWindow(),Chrome 116.0.0.0,,,2023-08-24 21:49:30,2023-08-24 21:49:30,0.125s,PASSED
"navigateToUrl(""https://the-internet.herokuapp.com/"")",Chrome 116.0.0.0,,,2023-08-24 21:49:30,2023-08-24 21:49:32,2.848s,PASSED
"click(findTestObject(""Object Repository/dropdown/Page_The Internet/a_Dropdown""))",Chrome 116.0.0.0,,,2023-08-24 21:49:32,2023-08-24 21:49:33,0.656s,PASSED
"selectOptionByIndex(findTestObject(""Object Repository/dropdown/Page_The Internet/select_dropdown""), 1)",Chrome 116.0.0.0,,,2023-08-24 21:49:33,2023-08-24 21:49:34,0.940s,PASSED
back(),Chrome 116.0.0.0,,,2023-08-24 21:49:34,2023-08-24 21:49:34,0.030s,PASSED
closeBrowser(),Chrome 116.0.0.0,,,2023-08-24 21:49:34,2023-08-24 21:49:35,0.592s,PASSED
,,,,,,,
Test Cases/01 A/07_filedownload,Chrome 116.0.0.0,,,2023-08-24 21:49:35,2023-08-24 21:49:46,11.782s,PASSED
"openBrowser("""")",Chrome 116.0.0.0,,,2023-08-24 21:49:35,2023-08-24 21:49:36,1.069s,PASSED
maximizeWindow(),Chrome 116.0.0.0,,,2023-08-24 21:49:36,2023-08-24 21:49:36,0.123s,PASSED
"navigateToUrl(""https://the-internet.herokuapp.com/"")",Chrome 116.0.0.0,,,2023-08-24 21:49:36,2023-08-24 21:49:39,3.237s,PASSED
"click(findTestObject(""Object Repository/Page_The Internet/a_File Download""))",Chrome 116.0.0.0,,,2023-08-24 21:49:39,2023-08-24 21:49:40,0.874s,PASSED
"click(findTestObject(""Object Repository/Page_The Internet/a_sample-zip-file.zip""))",Chrome 116.0.0.0,,,2023-08-24 21:49:40,2023-08-24 21:49:41,0.601s,PASSED
delay(5),Chrome 116.0.0.0,,,2023-08-24 21:49:41,2023-08-24 21:49:46,5.011s,PASSED
filename = new java.io.File(C:\Users\adamd\Downloads\sample-zip-file.zip),Chrome 116.0.0.0,,,2023-08-24 21:49:46,2023-08-24 21:49:46,0.000s,PASSED
filename.delete(),Chrome 116.0.0.0,,,2023-08-24 21:49:46,2023-08-24 21:49:46,0.001s,PASSED
closeBrowser(),Chrome 116.0.0.0,,,2023-08-24 21:49:46,2023-08-24 21:49:46,0.611s,PASSED
,,,,,,,
Test Cases/01 A/08_fileupload,Chrome 116.0.0.0,,,2023-08-24 21:49:47,2023-08-24 21:49:53,6.389s,FAILED
"openBrowser("""")",Chrome 116.0.0.0,,,2023-08-24 21:49:47,2023-08-24 21:49:48,1.065s,PASSED
maximizeWindow(),Chrome 116.0.0.0,,,2023-08-24 21:49:48,2023-08-24 21:49:48,0.124s,PASSED
"navigateToUrl(""https://the-internet.herokuapp.com/"")",Chrome 116.0.0.0,,,2023-08-24 21:49:48,2023-08-24 21:49:51,3.191s,PASSED
"click(findTestObject(""Object Repository/upload/Page_The Internet/a_File Upload""))",Chrome 116.0.0.0,,,2023-08-24 21:49:51,2023-08-24 21:49:52,1.140s,PASSED
"path = ""C:\Users\Adam\Katalon Studio\Test\Uploads\unnamed.jpg""",Chrome 116.0.0.0,,,2023-08-24 21:49:52,2023-08-24 21:49:52,0.001s,PASSED
"uploadFile(findTestObject(""Object Repository/upload/Page_The Internet/input_File Uploader_file""), path)",Chrome 116.0.0.0,,,2023-08-24 21:49:52,2023-08-24 21:49:53,0.687s,FAILED
,,,,,,,
Test Cases/01 A/09_ForgotPassword,Chrome 116.0.0.0,,,2023-08-24 21:49:53,2023-08-24 21:50:01,8.484s,PASSED
"openBrowser("""")",Chrome 116.0.0.0,,,2023-08-24 21:49:53,2023-08-24 21:49:55,1.646s,PASSED
maximizeWindow(),Chrome 116.0.0.0,,,2023-08-24 21:49:55,2023-08-24 21:49:55,0.126s,PASSED
"navigateToUrl(""https://the-internet.herokuapp.com/"")",Chrome 116.0.0.0,,,2023-08-24 21:49:55,2023-08-24 21:49:58,3.078s,PASSED
"click(findTestObject(""Object Repository/Page_The Internet/forgot password/Page_The Internet/a_Forgot Password""))",Chrome 116.0.0.0,,,2023-08-24 21:49:58,2023-08-24 21:49:59,0.861s,PASSED
"click(findTestObject(""Object Repository/Page_The Internet/forgot password/Page_The Internet/input_E-mail_email""))",Chrome 116.0.0.0,,,2023-08-24 21:49:59,2023-08-24 21:49:59,0.337s,PASSED
"setText(findTestObject(""Object Repository/Page_The Internet/forgot password/Page_The Internet/input_E-mail_email""), ""ayuadisti1998@gmail.com"")",Chrome 116.0.0.0,,,2023-08-24 21:49:59,2023-08-24 21:50:00,0.969s,PASSED
"click(findTestObject(""Object Repository/Page_The Internet/forgot password/Page_The Internet/button_Retrieve password""))",Chrome 116.0.0.0,,,2023-08-24 21:50:00,2023-08-24 21:50:01,0.639s,PASSED
closeBrowser(),Chrome 116.0.0.0,,,2023-08-24 21:50:01,2023-08-24 21:50:01,0.610s,PASSED
,,,,,,,
Test Cases/01 A/10_NotificationMessages,Chrome 116.0.0.0,,,2023-08-24 21:50:01,2023-08-24 21:50:14,12.575s,PASSED
"openBrowser("""")",Chrome 116.0.0.0,,,2023-08-24 21:50:02,2023-08-24 21:50:03,1.061s,PASSED
maximizeWindow(),Chrome 116.0.0.0,,,2023-08-24 21:50:03,2023-08-24 21:50:03,0.138s,PASSED
"navigateToUrl(""https://the-internet.herokuapp.com/"")",Chrome 116.0.0.0,,,2023-08-24 21:50:03,2023-08-24 21:50:08,5.337s,PASSED
"click(findTestObject(""Object Repository/Page_The Internet/a_Notification Messages""))",Chrome 116.0.0.0,,,2023-08-24 21:50:08,2023-08-24 21:50:11,2.592s,PASSED
refresh(),Chrome 116.0.0.0,,,2023-08-24 21:50:11,2023-08-24 21:50:11,0.327s,PASSED
"click(findTestObject(""Object Repository/Page_The Internet/a_Click here""))",Chrome 116.0.0.0,,,2023-08-24 21:50:11,2023-08-24 21:50:12,0.910s,PASSED
try,Chrome 116.0.0.0,,,2023-08-24 21:50:12,2023-08-24 21:50:12,0.280s,PASSED
"click(findTestObject(""Object Repository/Page_The Internet/a_Click here""))",Chrome 116.0.0.0,,,2023-08-24 21:50:12,2023-08-24 21:50:13,0.878s,PASSED
try,Chrome 116.0.0.0,,,2023-08-24 21:50:13,2023-08-24 21:50:13,0.279s,PASSED
closeBrowser(),Chrome 116.0.0.0,,,2023-08-24 21:50:13,2023-08-24 21:50:14,0.606s,PASSED
